Object,X1,Y1,X2,Y2,Confidence
person,377,565,504,655,0.3661489486694336
person,377,565,443,652,0.3077903389930725
person,1011,386,1754,1071,0.9347280263900757
person,0,631,295,1076,0.8902682662010193
person,646,460,1046,1072,0.886896550655365
person,1444,462,1642,736,0.8729735612869263
person,1715,330,1919,1069,0.8589076399803162
person,251,645,728,1073,0.7646058201789856
person,222,510,387,835,0.7404295802116394
person,1612,492,1785,1025,0.7350955605506897
person,840,470,1014,776,0.7270603775978088
person,1592,520,1673,644,0.6273798942565918
person,911,506,1221,916,0.49562859535217285
person,412,577,506,650,0.313157856464386
person,1014,383,1759,1071,0.9388696551322937
person,0,626,292,1075,0.8894394636154175
person,643,461,1052,1072,0.884983479976654
person,1710,330,1919,1068,0.868711531162262
person,1447,462,1642,726,0.8567728400230408
person,222,510,387,811,0.7546933889389038
person,248,646,722,1073,0.7465615272521973
person,838,472,1010,772,0.7293655276298523
person,1615,494,1785,884,0.7069786190986633
person,1590,520,1673,644,0.6145914793014526
person,915,505,1222,919,0.5542547702789307
person,1610,492,1784,1042,0.5119744539260864
person,518,516,676,641,0.34459346532821655
person,418,579,508,651,0.3421669900417328
person,1125,553,1236,695,0.32010409235954285
person,1018,379,1768,1071,0.9347404837608337
person,644,461,1057,1072,0.8905922770500183
person,0,622,287,1075,0.8846662640571594
person,1714,328,1919,1068,0.8727259635925293
person,1450,462,1641,721,0.8549865484237671
person,1614,493,1787,876,0.7610296607017517
person,221,511,393,787,0.7523504495620728
person,844,474,1004,762,0.7366935610771179
person,236,648,743,1073,0.6302675604820251
person,1591,519,1673,644,0.5892329812049866
person,936,501,1226,919,0.5369136929512024
person,529,517,676,644,0.392596960067749
person,420,580,510,651,0.34145188331604004
person,1122,556,1238,693,0.3143027722835541
person,1021,377,1773,1070,0.9324855208396912
person,648,459,1061,1072,0.889624297618866
person,1713,329,1919,1068,0.8848533630371094
person,0,621,280,1075,0.8783025741577148
person,1454,462,1643,720,0.8682195544242859
person,1614,493,1787,871,0.7481037974357605
person,221,511,394,780,0.7450395822525024
person,228,651,672,1073,0.6555377244949341
person,1591,519,1672,644,0.6102563738822937
person,918,495,1230,908,0.568427562713623
person,846,476,997,741,0.5484802722930908
person,419,580,512,654,0.3672543168067932
person,1120,562,1237,692,0.3514302670955658
person,528,516,677,648,0.3302626609802246
person,1023,375,1778,1070,0.930621862411499
person,1711,331,1919,1068,0.8906470537185669
person,1458,462,1644,716,0.8837974667549133
person,669,457,1064,1071,0.8787059187889099
person,0,619,260,1076,0.861803412437439
person,1615,492,1787,853,0.7469178438186646
person,220,511,391,773,0.7224694490432739
person,1591,520,1673,644,0.6296054720878601
person,216,652,675,1072,0.6173577904701233
person,919,491,1237,898,0.5850427746772766
person,851,480,985,717,0.46694815158843994
person,1122,563,1237,690,0.41786232590675354
person,421,580,511,659,0.3601153790950775
person,1025,374,1783,1070,0.9269581437110901
person,1710,331,1919,1067,0.891228973865509
person,1461,462,1643,715,0.8866461515426636
person,656,452,1071,1072,0.881298303604126
person,0,619,230,1075,0.8234609961509705
person,1616,491,1788,839,0.7811560034751892
person,171,658,664,1072,0.7547955513000488
person,919,489,1239,891,0.6714150905609131
person,217,511,393,756,0.6508452296257019
person,1590,518,1673,644,0.6359156966209412
person,423,580,511,663,0.44576147198677063
person,1114,560,1236,686,0.3940463364124298
person,637,514,718,675,0.30043721199035645
person,1028,374,1790,1070,0.9312302470207214
person,1714,332,1919,1068,0.8909354209899902
person,1462,461,1643,714,0.8893730044364929
person,672,446,1072,1072,0.8828138113021851
person,0,619,220,1075,0.8125115633010864
person,1616,491,1788,826,0.8056719303131104
person,164,660,660,1071,0.7376235127449036
person,920,488,1240,884,0.6762654781341553
person,1591,519,1675,644,0.6306952834129333
person,214,511,385,749,0.5968998074531555
person,423,580,512,667,0.48277345299720764
person,1119,561,1235,684,0.3730752766132355
person,531,516,666,648,0.31869983673095703
person,1031,374,1796,1070,0.926051914691925
person,1710,336,1919,1067,0.8917232155799866
person,1463,461,1642,714,0.8893175721168518
person,674,439,1080,1072,0.8875013589859009
person,1616,491,1790,817,0.821034848690033
person,0,615,218,1075,0.8161705136299133
person,164,655,638,1071,0.7554900646209717
person,920,486,1238,876,0.6586852073669434
person,1590,519,1675,644,0.6479188799858093
person,214,511,388,740,0.5701481103897095
person,422,581,514,668,0.469005286693573
person,501,659,759,1073,0.4333565831184387
person,1111,561,1235,683,0.3865082561969757
person,633,512,723,676,0.3068931996822357
person,1033,375,1799,1070,0.9255877137184143
person,1712,337,1919,1068,0.8905341029167175
person,685,432,1085,1071,0.8848484754562378
person,1467,462,1641,714,0.8786437511444092
person,1617,491,1790,815,0.8399531841278076
person,0,613,221,1075,0.8064892888069153
person,166,660,619,1072,0.7500886917114258
person,914,482,1233,874,0.6979655623435974
person,1590,519,1675,643,0.6369465589523315
person,211,511,389,735,0.6271811127662659
person,517,656,756,1073,0.5899205803871155
person,423,578,516,670,0.38322576880455017
person,1113,562,1234,683,0.34859055280685425
person,630,515,733,677,0.33569782972335815
person,1040,375,1798,1072,0.926387369632721
person,1710,339,1919,1069,0.8936474919319153
person,692,425,1089,1071,0.8855940699577332
person,1469,462,1642,717,0.879003643989563
person,1616,490,1792,812,0.8338913917541504
person,914,481,1231,864,0.7986834049224854
person,0,610,234,1075,0.7541427612304688
person,177,657,613,1076,0.6905608177185059
person,205,511,380,743,0.6552080512046814
person,1589,519,1675,643,0.639851450920105
person,534,658,796,1074,0.46759846806526184
person,626,516,738,678,0.3685397505760193
person,423,578,521,672,0.3603176772594452
person,1101,561,1236,686,0.34095725417137146
person,1046,377,1798,1072,0.9279049634933472
person,1710,341,1919,1069,0.8884835839271545
person,698,421,1093,1071,0.8722158074378967
person,1472,462,1642,721,0.866988480091095
person,1616,490,1791,811,0.8523198962211609
person,903,483,1223,858,0.814233660697937
person,0,609,243,1075,0.800157904624939
person,198,511,380,737,0.6719357371330261
person,1589,519,1676,642,0.6399639844894409
person,172,655,605,1076,0.6348236799240112
person,548,663,861,1075,0.620532214641571
person,623,523,734,674,0.47642990946769714
person,430,580,521,674,0.3643108606338501
person,1046,377,1798,1072,0.9283956289291382
person,1709,341,1919,1069,0.8888835906982422
person,698,421,1093,1071,0.8719006776809692
person,1472,462,1642,721,0.8676844835281372
person,1615,490,1791,811,0.8511771559715271
person,903,483,1223,858,0.8146191835403442
person,0,609,242,1075,0.8015455007553101
person,198,511,381,736,0.676818311214447
person,171,655,606,1076,0.6477572917938232
person,1589,520,1676,643,0.642246425151825
person,547,663,861,1075,0.6227981448173523
person,623,523,733,674,0.47897854447364807
person,430,579,521,674,0.37170717120170593
person,1050,383,1798,1072,0.9358932971954346
person,702,418,1102,1071,0.8842315077781677
person,1705,347,1919,1069,0.8838825821876526
person,1473,461,1643,725,0.876397430896759
person,1614,490,1791,809,0.8533536195755005
person,901,490,1215,838,0.8109369874000549
person,0,608,228,1075,0.7836781144142151
person,1589,521,1675,643,0.6699375510215759
person,160,651,572,1076,0.6100462079048157
person,539,669,942,1074,0.6046224236488342
person,202,511,388,723,0.5627921223640442
person,615,529,738,671,0.36244556307792664
person,435,579,522,679,0.34591129422187805
person,1050,383,1798,1072,0.9362354874610901
person,702,418,1102,1071,0.8859806060791016
person,1705,347,1919,1069,0.885269820690155
person,1473,461,1642,725,0.8729590773582458
person,1614,490,1791,809,0.8537092804908752
person,901,490,1215,838,0.8109588027000427
person,0,609,229,1075,0.7815647125244141
person,1589,520,1675,642,0.656164824962616
person,160,651,572,1076,0.6207916736602783
person,539,669,942,1074,0.6004790663719177
person,202,511,388,723,0.5456559062004089
person,615,529,738,671,0.36020854115486145
person,435,579,522,679,0.33930331468582153
person,1053,387,1797,1072,0.9360370635986328
person,1699,353,1919,1067,0.8882663249969482
person,697,422,1106,1072,0.8798609972000122
person,1472,460,1641,731,0.8645525574684143
person,1613,490,1792,800,0.8297634124755859
person,894,498,1209,834,0.7908850312232971
person,142,657,568,1075,0.7087836861610413
person,0,616,221,1078,0.704796552658081
person,1589,519,1675,642,0.6698963046073914
person,534,648,872,1076,0.5542043447494507
person,208,511,398,717,0.4166976511478424
person,1091,553,1251,732,0.390198290348053
person,613,534,735,661,0.38497740030288696
person,1099,518,1182,627,0.30240264534950256
person,1053,390,1795,1072,0.9356632232666016
person,1696,357,1919,1067,0.8718599081039429
person,1472,460,1644,737,0.8698223233222961
person,691,426,1108,1070,0.810717761516571
person,1614,491,1790,796,0.7681931257247925
person,897,502,1206,838,0.7547928690910339
person,0,620,213,1078,0.7510246634483337
person,133,656,558,1075,0.6826585531234741
person,1588,519,1676,641,0.6590601205825806
person,529,647,881,1076,0.5852377414703369
person,208,511,396,709,0.39113280177116394
person,610,540,735,662,0.33462288975715637
person,1103,547,1252,735,0.3200852870941162
person,1104,516,1184,627,0.31238844990730286
person,1054,395,1794,1072,0.9344892501831055
person,1470,460,1643,741,0.8767847418785095
person,1695,359,1919,1067,0.8526176810264587
person,691,427,1108,1071,0.84718257188797
person,526,638,963,1075,0.7752619385719299
person,903,505,1200,835,0.7595329284667969
person,0,623,215,1078,0.7482566237449646
person,1614,494,1788,791,0.7235049605369568
person,132,655,556,1072,0.7079050540924072
person,1588,520,1675,642,0.6533843278884888
person,202,511,397,700,0.37858548760414124
person,1665,494,1788,630,0.35764145851135254
person,1099,537,1252,739,0.3373796045780182
person,1107,515,1186,628,0.30932536721229553
person,1054,399,1792,1072,0.9334401488304138
person,1471,460,1643,744,0.8714022636413574
person,1688,363,1919,1067,0.8571864366531372
person,685,438,1109,1071,0.8485778570175171
person,523,632,968,1075,0.7933430075645447
person,905,509,1194,838,0.7823786735534668
person,133,653,553,1074,0.7329803109169006
person,1613,497,1786,783,0.7136085033416748
person,1589,520,1675,642,0.6398656368255615
person,0,629,232,1077,0.6317304968833923
person,208,511,400,697,0.37233611941337585
person,1101,542,1250,747,0.34138646721839905
person,1665,495,1788,630,0.30926191806793213
person,1052,403,1792,1071,0.9349408149719238
person,1681,365,1919,1069,0.862419068813324
person,1471,460,1643,748,0.8614805936813354
person,527,629,972,1075,0.7823756337165833
person,896,513,1192,840,0.7205526828765869
person,683,449,1110,1070,0.7127687335014343
person,131,656,552,1074,0.6996947526931763
person,1612,500,1781,784,0.6916114687919617
person,0,636,221,1077,0.6710988283157349
person,1588,521,1676,642,0.6233411431312561
person,883,511,1198,1052,0.4740515649318695
person,857,516,1117,1070,0.3480968475341797
person,210,511,404,694,0.3112749457359314
person,1051,406,1792,1071,0.933439314365387
person,1675,367,1919,1068,0.8634122610092163
person,1471,461,1644,753,0.8536157011985779
person,529,621,980,1074,0.7875229120254517
person,131,653,550,1074,0.7587578892707825
person,0,639,191,1073,0.7173812985420227
person,1612,502,1772,783,0.7154643535614014
person,860,517,1112,1069,0.7045444250106812
person,886,515,1192,847,0.6417534351348877
person,1589,521,1677,642,0.5872215032577515
person,210,511,400,698,0.4404619634151459
person,1094,519,1250,752,0.39430296421051025
person,678,460,932,926,0.3020516037940979
person,1051,407,1790,1072,0.9347838163375854
person,1667,372,1919,1069,0.8519732356071472
person,1471,461,1645,758,0.8518374562263489
person,0,644,194,1078,0.7749617099761963
person,526,612,983,1074,0.7652112245559692
person,134,654,549,1071,0.6890556812286377
person,888,518,1192,842,0.668159008026123
person,1611,500,1769,785,0.6487013101577759
person,1589,521,1677,643,0.5653052926063538
person,859,518,1112,1069,0.5376188158988953
person,673,468,1112,1066,0.42490875720977783
person,210,511,398,693,0.4126869738101959
person,1098,518,1251,755,0.36246955394744873
person,1051,409,1791,1072,0.9349335432052612
person,1468,461,1644,760,0.8567658066749573
person,1658,373,1919,1069,0.8496723771095276
person,530,613,982,1074,0.7550793886184692
person,0,646,195,1078,0.7367110252380371
person,140,654,556,1074,0.7207421064376831
person,671,474,1106,1070,0.6893972158432007
person,887,518,1190,844,0.6879695653915405
person,1609,500,1759,784,0.6638976335525513
person,1590,520,1677,644,0.5282633304595947
person,209,511,396,692,0.4071754813194275
person,1099,511,1250,759,0.39658302068710327
dog,529,648,779,823,0.9141201376914978
person,541,207,680,609,0.8586536049842834
car,672,318,882,404,0.6676076650619507
bicycle,657,365,762,527,0.4763607978820801
person,954,305,996,433,0.40874266624450684
car,215,199,418,348,0.39556482434272766
traffic light,471,83,500,157,0.38225674629211426
car,21,235,348,417,0.3745710551738739
traffic light,608,82,634,136,0.3367217779159546
dog,528,648,780,823,0.9056851267814636
person,549,204,682,611,0.885029137134552
car,678,320,897,404,0.6925615668296814
bicycle,657,371,762,527,0.4245331287384033
car,215,199,418,347,0.4230499267578125
car,20,234,347,415,0.3717634081840515
person,953,306,996,433,0.36734285950660706
traffic light,471,83,501,156,0.3613246977329254
traffic light,608,82,634,136,0.359191358089447
dog,528,648,780,824,0.9081321954727173
person,556,204,684,610,0.8810175061225891
car,680,319,905,404,0.7521302700042725
bicycle,658,373,762,528,0.430170476436615
car,215,199,418,347,0.42900651693344116
person,953,305,996,433,0.4152970016002655
car,20,234,348,411,0.38724285364151
traffic light,471,83,501,156,0.34462565183639526
traffic light,608,82,634,136,0.33884263038635254
dog,529,647,779,824,0.9081614017486572
person,560,204,690,610,0.8772904872894287
car,690,319,911,402,0.694648265838623
car,215,199,418,346,0.4424777030944824
person,953,306,996,433,0.3890973925590515
car,18,234,348,411,0.3819061815738678
traffic light,608,82,634,136,0.34697332978248596
traffic light,471,83,501,156,0.3361588716506958
bicycle,665,372,761,527,0.316071093082428
dog,529,648,779,823,0.9028742909431458
person,563,205,698,605,0.8521035313606262
car,687,320,918,403,0.6311874985694885
car,215,199,418,347,0.43544620275497437
car,20,234,349,409,0.3778705894947052
person,952,304,996,433,0.3467785716056824
bicycle,666,373,761,528,0.3239644169807434
traffic light,608,82,634,136,0.31935495138168335
traffic light,471,83,501,156,0.3161826431751251
dog,529,647,779,822,0.9084988832473755
person,567,206,703,609,0.8533737063407898
car,687,320,921,402,0.6386972665786743
car,214,199,418,346,0.4466974437236786
car,19,234,348,410,0.3828955888748169
person,952,305,996,434,0.3746536076068878
traffic light,608,82,634,136,0.3632294237613678
traffic light,471,83,501,156,0.3235844373703003
dog,529,648,779,821,0.9204293489456177
person,574,209,707,608,0.8787819147109985
car,691,320,908,400,0.5764199495315552
car,214,199,418,346,0.4575847387313843
car,19,234,347,409,0.375998854637146
person,949,306,997,434,0.3361564874649048
traffic light,608,82,634,136,0.3289673626422882
traffic light,471,83,501,156,0.310696005821228
dog,529,648,779,821,0.9169552326202393
person,579,217,710,607,0.88648921251297
car,709,317,915,401,0.4829818308353424
person,951,305,995,433,0.4661625325679779
car,214,199,418,346,0.46332094073295593
car,19,234,348,411,0.3663857877254486
traffic light,471,83,501,156,0.32960495352745056
traffic light,608,82,634,136,0.3212958872318268
dog,529,647,779,821,0.9155187606811523
person,586,222,714,606,0.8743771910667419
car,716,318,908,402,0.5435471534729004
car,215,199,418,346,0.471680223941803
person,951,306,995,433,0.3994837701320648
car,21,234,348,410,0.35895588994026184
traffic light,471,83,501,156,0.3350042402744293
traffic light,608,82,634,136,0.32096055150032043
dog,529,648,779,821,0.9190098643302917
person,591,222,722,603,0.8940686583518982
car,724,317,925,404,0.6843507289886475
car,214,199,418,346,0.4776036739349365
car,18,235,348,411,0.39337998628616333
traffic light,471,83,501,157,0.3479035198688507
traffic light,608,82,634,136,0.3155823051929474
dog,529,648,779,821,0.9267479181289673
person,592,223,729,604,0.8925280570983887
car,733,318,942,404,0.7269563674926758
car,214,199,418,346,0.46646416187286377
car,19,234,348,415,0.422117680311203
person,947,308,995,433,0.3720608055591583
traffic light,471,83,501,157,0.3698490262031555
traffic light,608,82,634,137,0.3495318591594696
dog,529,648,779,822,0.925687313079834
person,593,223,733,604,0.8970045447349548
car,734,317,955,406,0.731471836566925
car,214,199,418,346,0.4467339813709259
car,20,234,348,416,0.39394411444664
traffic light,471,83,501,157,0.3463389575481415
traffic light,608,82,634,136,0.3411804437637329
person,946,307,995,434,0.3364103436470032
dog,529,648,779,822,0.9251113533973694
person,595,224,735,600,0.8865163922309875
car,738,318,955,403,0.7114176154136658
car,214,199,418,346,0.46181073784828186
car,17,235,348,416,0.40475672483444214
traffic light,608,82,634,136,0.32503727078437805
traffic light,471,83,501,156,0.31922829151153564
dog,528,648,779,823,0.9275301694869995
person,599,223,736,595,0.8817887306213379
car,733,316,962,408,0.564172625541687
car,215,199,418,345,0.4386841952800751
car,19,234,347,412,0.35533827543258667
dog,528,648,779,824,0.9276580810546875
person,604,222,737,589,0.8904391527175903
car,736,314,961,407,0.47487252950668335
car,214,199,418,345,0.4489080011844635
car,19,234,350,415,0.3621673882007599
dog,528,648,778,824,0.9308021664619446
person,607,218,737,590,0.8935940861701965
car,215,199,418,345,0.4509914219379425
car,18,234,350,414,0.3312756419181824
car,744,315,962,408,0.30461063981056213
dog,528,648,778,824,0.9269124865531921
person,610,216,742,591,0.8830691576004028
car,215,199,418,345,0.44615110754966736
car,20,234,349,413,0.36583030223846436
dog,528,648,779,825,0.9260034561157227
person,615,214,748,591,0.8707610368728638
car,215,199,418,345,0.44971877336502075
car,22,234,347,413,0.3522131145000458
car,737,322,816,384,0.3261439800262451
dog,528,648,779,823,0.9064236283302307
person,618,214,751,591,0.8620555400848389
car,215,199,418,345,0.4332907795906067
car,17,234,347,411,0.38676750659942627
person,952,303,995,433,0.3295386731624603
dog,529,648,777,822,0.8939424753189087
person,621,216,755,590,0.8622965812683105
car,215,199,417,345,0.4056696891784668
car,20,234,348,414,0.40128055214881897
car,831,321,963,405,0.3141035735607147
person,622,218,760,589,0.8700972199440002
dog,529,649,778,822,0.8523247838020325
car,20,234,347,415,0.4095519185066223
car,215,199,417,345,0.40220314264297485
car,838,318,996,406,0.34136033058166504
car,749,314,817,390,0.32585856318473816
person,625,220,765,589,0.8738224506378174
dog,528,649,778,823,0.8521543145179749
car,17,234,347,412,0.4067121744155884
car,751,320,816,389,0.3856712877750397
car,214,201,419,348,0.3853755593299866
person,629,224,767,587,0.8702853918075562
dog,528,648,779,822,0.8357510566711426
car,752,321,816,388,0.5254858732223511
car,20,234,348,409,0.44002628326416016
car,215,199,417,345,0.39751967787742615
person,636,227,769,589,0.8717445731163025
dog,528,647,778,823,0.8293437361717224
car,755,321,816,387,0.4858957827091217
car,20,234,347,410,0.4488612413406372
car,215,199,417,345,0.3812890648841858
bicycle,581,395,665,523,0.31118375062942505
person,637,228,769,590,0.8714488744735718
dog,528,646,777,821,0.7912693619728088
car,15,234,347,409,0.4597495198249817
car,758,306,818,388,0.41012394428253174
car,215,201,419,348,0.37955647706985474
bicycle,581,402,670,524,0.3349403142929077
person,954,305,994,433,0.32826170325279236
person,640,229,773,590,0.8923667669296265
dog,528,647,778,821,0.8011901378631592
car,18,235,347,413,0.4674851596355438
car,763,304,818,386,0.39352497458457947
car,216,199,418,346,0.3701302409172058
bicycle,582,384,677,524,0.3027607798576355
person,649,228,776,590,0.8828253149986267
dog,528,647,778,820,0.8077494502067566
car,16,234,347,411,0.48408642411231995
car,216,199,418,346,0.3532591164112091
bicycle,581,370,680,525,0.34816059470176697
person,653,228,780,589,0.878872275352478
dog,528,646,778,820,0.8161933422088623
car,16,235,347,413,0.4365119934082031
bicycle,579,359,687,529,0.3972983658313751
person,950,306,993,433,0.37154826521873474
car,216,199,418,345,0.3635169267654419
person,655,227,784,584,0.8592897057533264
dog,529,646,777,819,0.8015837073326111
car,17,234,347,415,0.45637261867523193
bicycle,579,360,696,528,0.42448490858078003
car,216,199,418,345,0.35258176922798157
person,777,288,823,389,0.3268040418624878
person,953,308,994,434,0.32586318254470825
traffic light,471,83,501,156,0.30143171548843384
person,659,226,785,581,0.8614314198493958
dog,528,646,777,819,0.7991200685501099
bicycle,581,366,698,529,0.47930970788002014
car,19,234,346,415,0.4321633279323578
car,216,199,418,345,0.33309781551361084
person,780,287,822,389,0.3180484473705292
car,990,318,1121,376,0.31003811955451965
person,661,224,796,579,0.859155535697937
dog,528,645,778,819,0.7763566374778748
bicycle,581,370,701,531,0.4866088330745697
car,992,317,1125,375,0.4586072862148285
car,22,235,346,415,0.4273868799209595
car,215,201,419,348,0.35346177220344543
person,783,286,823,389,0.30095019936561584
person,660,224,804,577,0.8484357595443726
dog,528,645,778,819,0.7784980535507202
car,22,234,346,415,0.4115040898323059
bicycle,582,374,707,534,0.38325420022010803
car,996,316,1135,375,0.3649238348007202
car,215,201,419,348,0.3575778007507324
person,663,225,808,577,0.8675841689109802
dog,528,646,779,819,0.7876631617546082
bicycle,583,374,710,534,0.43131330609321594
car,20,235,346,416,0.42788368463516235
car,216,199,418,345,0.3624674677848816
car,999,316,1141,375,0.3040919303894043
person,671,226,806,576,0.8627899289131165
dog,528,646,779,818,0.7709806561470032
car,1002,317,1143,375,0.4444505572319031
car,17,234,346,412,0.40559011697769165
bicycle,583,374,712,533,0.4043441116809845
car,215,201,419,347,0.3569675087928772
person,672,229,811,577,0.868504524230957
dog,529,646,779,818,0.7794000506401062
car,19,234,345,413,0.3930255174636841
bicycle,588,371,716,537,0.37537771463394165
car,1023,319,1145,374,0.347148597240448
car,215,201,419,348,0.33759668469429016
person,677,230,811,577,0.8641547560691833
dog,528,646,779,818,0.7858491539955139
car,19,234,345,415,0.40359118580818176
car,1031,319,1145,373,0.3770045042037964
car,215,201,419,348,0.361223042011261
bicycle,587,366,719,536,0.35717612504959106
person,688,232,813,576,0.8672699332237244
dog,529,647,779,818,0.784457266330719
car,20,234,345,411,0.40209537744522095
bicycle,591,371,722,534,0.37099170684814453
car,215,201,419,348,0.3640464246273041
car,1033,320,1148,374,0.34726595878601074
traffic light,471,83,501,155,0.30217647552490234
person,690,235,815,578,0.8722081184387207
dog,529,647,779,818,0.8043375015258789
car,19,234,345,411,0.39481282234191895
car,215,201,419,350,0.3586309552192688
bicycle,583,371,721,532,0.345132440328598
traffic light,471,83,501,156,0.3086625635623932
person,694,235,819,577,0.8690223097801208
dog,529,647,779,818,0.8115784525871277
car,21,235,345,412,0.3988165557384491
car,216,199,417,345,0.3688356280326843
bicycle,583,372,720,532,0.3396776616573334
person,699,235,820,576,0.8622675538063049
dog,528,648,779,817,0.8074161410331726
car,18,234,345,410,0.3935331702232361
car,216,199,417,346,0.37454089522361755
bicycle,598,368,726,532,0.32533109188079834
person,702,236,821,575,0.8525108695030212
dog,529,648,779,817,0.8192070126533508
car,215,201,419,349,0.38401323556900024
bicycle,583,372,710,530,0.3606363534927368
car,21,234,345,411,0.34134534001350403
person,706,235,824,573,0.8465226888656616
dog,529,648,779,817,0.8243526816368103
car,215,201,419,350,0.38329634070396423
bicycle,583,373,709,530,0.3566341698169708
car,23,234,345,408,0.3396199345588684
person,711,234,826,569,0.8454708456993103
dog,529,648,778,817,0.8079134821891785
car,215,201,419,350,0.3690750002861023
car,21,234,345,412,0.35262051224708557
bicycle,583,372,709,529,0.32922595739364624
person,712,231,830,566,0.8533780574798584
dog,529,648,778,817,0.8004115223884583
car,214,201,419,348,0.37969595193862915
car,17,234,347,412,0.36363697052001953
bicycle,583,371,708,529,0.33434829115867615
person,712,231,829,566,0.8533010482788086
dog,529,648,778,817,0.8153216242790222
car,19,234,347,411,0.3860129714012146
car,214,201,419,350,0.3753528594970703
bicycle,582,370,708,529,0.36106371879577637
bicycle,610,352,737,530,0.30969303846359253
person,712,231,830,567,0.8717527389526367
dog,529,648,778,818,0.7976967692375183
car,214,201,419,350,0.3684745132923126
bicycle,583,370,706,529,0.36568915843963623
car,19,234,347,410,0.3612520694732666
bicycle,609,350,739,531,0.30648183822631836
person,715,231,831,567,0.8567410111427307
dog,529,649,778,818,0.8319746851921082
car,22,234,347,409,0.3719828426837921
bicycle,583,370,705,529,0.35790690779685974
car,214,201,419,351,0.35657835006713867
bicycle,607,346,741,530,0.3311723470687866
person,719,234,834,566,0.8476272821426392
dog,528,649,778,818,0.8226150870323181
bicycle,583,368,704,529,0.40960219502449036
car,25,234,347,408,0.35975441336631775
car,214,201,419,350,0.3438476026058197
person,720,235,838,565,0.846705436706543
dog,528,649,778,818,0.8348104953765869
bicycle,583,370,704,529,0.4334411323070526
car,22,234,347,413,0.37643373012542725
car,214,201,419,350,0.34748801589012146
person,722,237,840,565,0.8422651290893555
dog,529,649,779,819,0.824189305305481
bicycle,583,372,705,529,0.3883146643638611
car,22,234,347,410,0.37213876843452454
car,215,199,418,345,0.3427678942680359
bicycle,599,358,744,530,0.33746469020843506
person,725,239,842,566,0.8436664342880249
dog,529,648,779,819,0.8387235999107361
bicycle,583,372,704,529,0.38529467582702637
car,22,234,347,410,0.3770414888858795
bicycle,597,360,745,530,0.34261301159858704
car,215,199,418,346,0.3376510739326477
person,728,241,844,566,0.8555576801300049
dog,529,648,779,819,0.8359882831573486
bicycle,597,361,748,530,0.38833415508270264
car,22,234,346,414,0.37708762288093567
car,215,199,417,345,0.34112128615379333
bicycle,583,372,703,528,0.3150039613246918
person,734,244,845,562,0.8663105368614197
dog,529,649,777,820,0.8430198431015015
bicycle,591,363,751,529,0.4174344837665558
car,23,234,347,411,0.38196897506713867
car,215,199,417,346,0.3548043370246887
bicycle,582,372,703,527,0.3302351236343384
person,733,244,848,561,0.8755235075950623
dog,529,650,777,820,0.8463461995124817
bicycle,585,363,754,529,0.41567113995552063
car,20,234,346,411,0.4011710584163666
bicycle,582,371,704,527,0.3498118221759796
car,215,199,418,346,0.3366868495941162
person,734,241,849,559,0.8829717636108398
dog,529,650,777,820,0.8540889620780945
bicycle,583,361,754,529,0.4219544529914856
car,20,235,347,414,0.40257006883621216
car,215,199,418,346,0.3604925572872162
bicycle,581,369,704,528,0.34075337648391724
person,736,239,851,558,0.8748318552970886
dog,529,651,777,820,0.8570704460144043
bicycle,584,361,753,530,0.46862632036209106
car,20,234,346,411,0.3860301375389099
car,215,199,418,346,0.35468560457229614
bicycle,581,367,704,527,0.31030604243278503
person,736,238,853,556,0.8705607056617737
dog,529,651,777,820,0.855333685874939
bicycle,584,360,753,530,0.46440550684928894
car,20,234,347,411,0.3827599287033081
car,216,199,418,346,0.3559386432170868
bicycle,581,367,703,528,0.3327578902244568
person,736,236,856,555,0.8820356726646423
dog,529,651,776,820,0.8598819971084595
bicycle,584,359,755,530,0.49694591760635376
car,17,234,347,410,0.35825154185295105
car,216,199,418,346,0.35720720887184143
bicycle,581,365,703,528,0.34014713764190674
dog,529,651,775,820,0.8697972297668457
person,743,233,858,553,0.8681668043136597
bicycle,585,360,756,530,0.5160788893699646
car,19,234,346,413,0.3810429871082306
car,216,199,418,346,0.34361743927001953
person,893,255,944,412,0.32284530997276306
bicycle,581,366,702,528,0.31249353289604187
dog,529,652,775,819,0.8802683353424072
person,745,233,865,555,0.8650647401809692
bicycle,585,358,756,530,0.5466247200965881
car,21,234,347,412,0.38578492403030396
person,892,255,944,412,0.3814132511615753
car,216,199,418,346,0.3602336049079895
dog,529,652,777,819,0.8821681141853333
person,745,234,868,553,0.8561103940010071
bicycle,585,357,756,530,0.5534515976905823
person,892,255,946,412,0.4463486969470978
car,22,235,346,413,0.408470094203949
car,216,199,418,346,0.36016175150871277
dog,529,653,776,819,0.870939314365387
person,753,235,872,551,0.8549184799194336
bicycle,588,358,757,531,0.543533444404602
person,892,255,945,412,0.41860753297805786
car,17,235,346,412,0.41386041045188904
car,216,199,418,346,0.3462282121181488
person,757,237,873,551,0.8595207333564758
dog,529,652,777,819,0.8536662459373474
bicycle,596,360,757,530,0.5109915137290955
car,19,235,346,415,0.4136987328529358
person,892,255,944,412,0.38534021377563477
car,216,199,418,346,0.35161322355270386
person,755,240,875,551,0.85304194688797
dog,529,652,777,819,0.8528896570205688
bicycle,594,362,757,530,0.49174049496650696
car,16,235,346,418,0.4274104833602905
car,216,199,418,347,0.34620168805122375
person,893,256,945,412,0.33382412791252136
